RegisterNo,ProvinceID,AmphurID,Name,Address
6-57-08-01/1-0016,57,08,วิสาหกิจชุมชนผลิตภัณฑ์สมุนไพรพระธาตุผาเงา,"
                                        276/1  หมู่ 5  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0897019122 
                                    "
6-57-08-01/1-0028,57,08,วิสาหกิจชุมชนจันทรา สุรากลั่น,"
                                        668  หมู่ 8  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0871829872 
                                    "
6-57-08-01/1-0030,57,08,วิสาหกิจชุมชนเลี้ยงสุกรอินทรีย์,"
                                        343  หมู่ 1  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0946029434 
                                    "
6-57-08-01/1-0032,57,08,วิสาหกิจชุมชนพืชผักเกษตรธรรมชาติเชียงแสน,"
                                        234  หมู่ 9  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0860077132 
                                    "
6-57-08-01/1-0033,57,08,วิสาหกิจชุมชนท่องเที่ยวเพื่อสังคมเชียงแสน,"
                                        117  หมู่ 3  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0631051478 
                                    "
6-57-08-01/1-0034,57,08,วิสาหกิจชุมชนปลูกพืชเศรษฐกิจ-โกโก้ ชุมชนผาเงา,"
                                        323  หมู่ 5  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0819505780 
                                    "
6-57-08-01/1-0035,57,08,วิสาหกิจชุมชนพืชอบแห้งวังลาว,"
                                        188  หมู่ 4  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0877883395 
                                    "
6-57-08-01/1-0036,57,08,วิสาหกิจชุมชนสมุนไพรเวียงเหนือ,"
                                        373  หมู่ 2  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0819520976 
                                    "
6-57-08-01/1-0002,57,08,วิสาหกิจชุมชนทอผ้าพื้นเมืองลายเชียงแสน,"
                                        78  หมู่ 5  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 050371418 
                                    "
6-57-08-01/1-0013,57,08,วิสาหกิจชุมชนมันเกรียบสามเหลี่ยมทองคำ,"
                                        190  หมู่ 1  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 044061812 
                                    "
6-57-08-01/1-0016,57,08,วิสาหกิจชุมชนผลิตภัณฑ์สมุนไพรพระธาตุผาเงา,"
                                        276/1  หมู่ 5  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0897019122 
                                    "
6-57-08-01/1-0028,57,08,วิสาหกิจชุมชนจันทรา สุรากลั่น,"
                                        668  หมู่ 8  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0871829872 
                                    "
6-57-08-01/1-0030,57,08,วิสาหกิจชุมชนเลี้ยงสุกรอินทรีย์,"
                                        343  หมู่ 1  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0946029434 
                                    "
6-57-08-01/1-0032,57,08,วิสาหกิจชุมชนพืชผักเกษตรธรรมชาติเชียงแสน,"
                                        234  หมู่ 9  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0860077132 
                                    "
6-57-08-01/1-0033,57,08,วิสาหกิจชุมชนท่องเที่ยวเพื่อสังคมเชียงแสน,"
                                        117  หมู่ 3  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0631051478 
                                    "
6-57-08-01/1-0034,57,08,วิสาหกิจชุมชนปลูกพืชเศรษฐกิจ-โกโก้ ชุมชนผาเงา,"
                                        323  หมู่ 5  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0819505780 
                                    "
6-57-08-01/1-0035,57,08,วิสาหกิจชุมชนพืชอบแห้งวังลาว,"
                                        188  หมู่ 4  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0877883395 
                                    "
6-57-08-01/1-0036,57,08,วิสาหกิจชุมชนสมุนไพรเวียงเหนือ,"
                                        373  หมู่ 2  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0819520976 
                                    "
6-57-08-01/1-0037,57,08,วิสาหกิจชุมชนบ้านไร่สะบายดีบ้านสบคำ,"
                                        436  หมู่ 5  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0919566564 
                                    "
6-57-08-01/1-0038,57,08,วิสาหกิจชุมชนบ้านฮอมฮักสมุนไพร,"
                                        438  หมู่ 3  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0956656456 
                                    "
6-57-08-01/1-0039,57,08,วิสาหกิจชุมชนท่องเที่ยวเกษตรอินทรีย์,"
                                        413/1  หมู่ 2  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0828888383 
                                    "
6-57-08-01/1-0040,57,08,วิสาหกิจชุมชนเกษตรอินทรีย์สามเหลี่ยมทองคำ,"
                                        528  หมู่ 1  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0846159939 
                                    "
6-57-08-01/1-0041,57,08,วิสาหกิจชุมชนปลูกพืชสมุนไพรส่งเสริมเศรษฐกิจบ้านจอมกิตติ,"
                                        7  หมู่ 6  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์   
                                    "
6-57-08-01/1-0042,57,08,วิสาหกิจชุมชนคนเลี้ยงวัว กระบือ บ้านจอมกิตติ,"
                                        57/1  หมู่ 6  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์   
                                    "
6-57-08-01/1-0043,57,08,วิสาหกิจชุมชนสุรากลั่นบ้านจอมกิตติ,"
                                        10  หมู่ 6  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0629033828 
                                    "
6-57-08-01/1-0044,57,08,วิสาหกิจชุมชนน้ำดื่มบ้านสบคำ,"
                                        378  หมู่ 5  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0835768818 
                                    "
6-57-08-01/1-0045,57,08,วิสาหกิจชุมชนกลุ่มเลี้ยงไก่ไข่โครงการร้อยใจรักษ์ บ้านวังลาว,"
                                        20  หมู่ 4  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 57150 
                                    "
6-57-08-01/1-0047,57,08,วิสาหกิจชุมชนเลี้ยงโค-กระบือเวียงเชียงแสน,"
                                        288/1  หมู่ 2  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 08248259269 
                                    "
6-57-08-01/1-0048,57,08,วิสาหกิจชุมชนกลุ่มเพาะปลูกสมุนไพรออร์แกนิคและส่งเสริมเศรษฐกิจบ้านเวียงเหนือ,"
                                        628  หมู่ 2  ต.เวียง  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0897550302 
                                    "
6-57-08-02/1-0001,57,08,วิสาหกิจชุมชนเครื่องดื่มสมุนไพร 3 รส,"
                                        270  หมู่ 7  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 053955658 
                                    "
6-57-08-02/1-0003,57,08,วิสาหกิจชุมชนผลิตข้าวกล้องเพื่อสุขภาพ,"
                                        42  หมู่ 1  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 071825838 
                                    "
6-57-08-02/1-0015,57,08,วิสาหกิจชุมชนกล้วยกวนดอยจำปี,"
                                        79  หมู่ 7  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 050379264 
                                    "
6-57-08-02/1-0026,57,08,วิสาหกิจชุมชนผู้เลี้ยงสุกรบ้านป่าสักน้อย,"
                                        176  หมู่ 3  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0815898017 
                                    "
6-57-08-02/1-0039,57,08,วิสาหกิจชุมชนกลุ่มปลูกสับปะรดบ้านป่าแดด,"
                                        100  หมู่ 4  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0857163131 
                                    "
6-57-08-02/1-0042,57,08,วิสาหกิจชุมชนกลุ่มเลี้ยงโคนมเชียงแสน,"
                                        213  หมู่ 6  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0851258586 
                                    "
6-57-08-02/1-0045,57,08,วิสาหกิจชุมชนแปรรูปพืชผักบ้านปางหมอปวง,"
                                        401  หมู่ 6  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0850333085 
                                    "
6-57-08-02/1-0046,57,08,วิสาหกิจชุมชนศรียางชุมสุรากลั่น,"
                                        231  หมู่ 5  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0827381475 
                                    "
6-57-08-02/1-0047,57,08,วิสาหกิจชุมชนแปรรูปพริกป่าสักน้อย,"
                                        172  หมู่ 12  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0812887219 
                                    "
6-57-08-02/1-0048,57,08,วิสาหกิจชุมชนน้ำพริกน้ำย้อย หมู่ 13 ต.ป่าสัก,"
                                        68  หมู่ 13  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0869211792 
                                    "
6-57-08-02/1-0050,57,08,วิสาหกิจชุมชนโคขุนป่าแดด,"
                                        76  หมู่ 4  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0882530150 
                                    "
6-57-08-02/1-0051,57,08,วิสาหกิจชุมชนคนเลี้ยงแพะบ้านปางหมอปวง,"
                                        63  หมู่ 6  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0864756635 
                                    "
6-57-08-02/1-0052,57,08,วิสาหกิจชุมชนสมุนไพรเพื่อการแพทย์,"
                                        143  หมู่ 4  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0991389544 
                                    "
6-57-08-02/1-0053,57,08,วิสาหกิจชุมชนกลุ่มปลูกและแปรรูปพืชผลทางการเกษตรหนองบัวหลวง,"
                                        250  หมู่ 9  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 096535949 
                                    "
6-57-08-02/1-0054,57,08,วิสาหกิจชุมชนส่งเสริมอาชีพ บ้านแม่คำหนองบัว,"
                                        14  หมู่ 2  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0908929545 
                                    "
6-57-08-02/1-0055,57,08,วิสาหกิจชุมชนกลุ่มสัมมาชีพจักสานบ้านดอยจำปี,"
                                        273  หมู่ 7  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0626923883 
                                    "
6-57-08-02/1-0056,57,08,วิสาหกิจชุมชนแปรรูปผลิตภัณฑ์ท้องถิ่นศรีดอนมูล หมู่ 9,"
                                        575  หมู่ 9  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0642053150 
                                    "
6-57-08-02/1-0057,57,08,วิสาหกิจชุมชนกลุ่มผู้ปลูกพืชสมุนไพรบ้านป่าแดด,"
                                        83  หมู่ 4  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0819929366 
                                    "
6-57-08-02/1-0058,57,08,วิสาหกิจชุมชนสามเหลี่ยมคำ ส่งเสริมการปลูกสมุนไพรออแกนิค,"
                                        260  หมู่ 9  ต.ป่าสัก  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0831567475 
                                    "
6-57-08-03/1-0001,57,08,วิสาหกิจชุมชนกลุ่มข้าวกล้องเพื่อสุขภาพ,"
                                        48  หมู่ 3  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 053034017 
                                    "
6-57-08-03/1-0005,57,08,วิสาหกิจชุมชนปลูกข้าวโพคเลื้ยงสัตว์,"
                                        7  หมู่ 8  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์   
                                    "
6-57-08-03/1-0010,57,08,วิสาหกิจชุมชนเรือรับจ้าง,"
                                        14  หมู่ 8  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 010308272 
                                    "
6-57-08-03/1-0021,57,08,วิสาหกิจชุมชนสุราป่าตึง,"
                                        829  หมู่ 5  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 050308632 
                                    "
6-57-08-03/1-0024,57,08,วิสาหกิจชุมชนเฟอร์นิเจอร์จากไม้บ้านแซว,"
                                        267  หมู่ 14  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0940984453 
                                    "
6-57-08-03/1-0051,57,08,วิสาหกิจชุมชนกลุ่มสวนยางพาราบ้านป่าตึง,"
                                        75  หมู่ 5  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0869121902 
                                    "
6-57-08-03/1-0052,57,08,วิสาหกิจชุมชนโฮมสเตย์บ้านท่าขันทอง,"
                                        32  หมู่ 3  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0941454332 
                                    "
6-57-08-03/1-0053,57,08,วิสาหกิจชุมชนแปรรูปถนอมอาหารเต้าหู้ยี้บ้านแม่แอบ,"
                                        589  หมู่ 11  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0939924507 
                                    "
6-57-08-03/1-0057,57,08,วิสาหกิจชุมชนโคขุนท่าขันทอง,"
                                        79  หมู่ 3  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0828906282 
                                    "
6-57-08-03/1-0058,57,08,วิสาหกิจชุมชนชา-กาแฟสมุนไพรบ้านแม่แอบ,"
                                        369  หมู่ 11  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0919479455 
                                    "
6-57-08-03/1-0059,57,08,วิสาหกิจชุมชนแม่บ้านยอดดอย,"
                                        99  หมู่ 12  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0813770071 
                                    "
6-57-08-03/1-0060,57,08,วิสาหกิจชุมชนออนซอนเดโฮมสเตย์ท่าขันทอง,"
                                        195  หมู่ 3  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0988945419 
                                    "
6-57-08-03/1-0061,57,08,วิสาหกิจชุมชนสถาบันการเงินประชาชนบ้านแซวกลาง,"
                                        61  หมู่ 14  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0646894625 
                                    "
6-57-08-03/1-0062,57,08,วิสาหกิจชุมชนเกษตรอุตสาหกรรมพื้นที่สูงบ้านแซว,"
                                        607  หมู่ 11  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0979986168 
                                    "
6-57-08-03/1-0063,57,08,วิสาหกิจชุมชนบ้านไร่เชียงแสน,"
                                        250  หมู่ 10  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0929285056 
                                    "
6-57-08-03/1-0064,57,08,วิสาหกิจชุมชนเชียงแสนน้ำทิพย์บิสสิเนสกรุ๊ป,"
                                        393  หมู่ 10  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0818167418 
                                    "
6-57-08-03/1-0065,57,08,วิสาหกิจชุมชนส่งเสริมชนเผ่าเพื่อการพัฒนาการศึกษาและอาชีพตำบลบ้านแซว,"
                                        328  หมู่ 1  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0861819534 
                                    "
6-57-08-03/1-0066,57,08,วิสาหกิจชุมชนนวัตกรรมสวนเกษตรอัจฉริยะ,"
                                        107  หมู่ 3  ต.บ้านแซว  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0954487931 
                                    "
6-57-08-04/1-0001,57,08,วิสาหกิจชุมชนกลุ่มแปรรูปผลผลิต(ข้าวแต๋น),"
                                        84  หมู่ 10  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 061849014 
                                    "
6-57-08-04/1-0014,57,08,วิสาหกิจชุมชนออมทรัพย์หนองปลาสะเด็ด,"
                                        64  หมู่ 8  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 061885429 
                                    "
6-57-08-04/1-0016,57,08,วิสาหกิจชุมชนทอตุงล้านนา,"
                                        279  หมู่ 12  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 053955312 
                                    "
6-57-08-04/1-0022,57,08,วิสาหกิจชุมชนผลิตปุ๋ยอินทรีย์ศรีบุญยืน,"
                                        84  หมู่ 10  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0810312641 
                                    "
6-57-08-04/1-0031,57,08,วิสาหกิจชุมชนงิ้วเฒ่าเฟอร์นิเจอร์ไม้,"
                                        117  หมู่ 6  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 079315203 
                                    "
6-57-08-04/1-0035,57,08,วิสาหกิจชุมชนกองทุนปุ๋ยชีวภาพสันต้นธง,"
                                        9809  หมู่ 2  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0931349597 
                                    "
6-57-08-04/1-0036,57,08,วิสาหกิจชุมชนต้นธงสุรากลั่น,"
                                        219  หมู่ 2  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0899777130 
                                    "
6-57-08-04/1-0038,57,08,วิสาหกิจชุมชนช่างไม้ช่างปูนศรีดอนมูล,"
                                        303  หมู่ 9  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0817469879 
                                    "
6-57-08-04/1-0039,57,08,วิสาหกิจชุมชนราชสีห์ทอง สุรากลั่น,"
                                        39/1  หมู่ 1  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0856187189 
                                    "
6-57-08-04/1-0040,57,08,วิสาหกิจชุมชนสันต้นธงเฟอร์นิเจอร์ไม้แกะสลัก,"
                                        15  หมู่ 2  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์   
                                    "
6-57-08-04/1-0041,57,08,วิสาหกิจชุมชนผลิตปุ๋ยชีวภาพศรีดอนมูล,"
                                        129  หมู่ 9  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0871722310 
                                    "
6-57-08-04/1-0043,57,08,วิสาหกิจชุมชนสุรากลั่นศรีดอนมูล,"
                                        115  หมู่ 12  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0992364662 
                                    "
6-57-08-04/1-0057,57,08,วิสาหกิจชุมชนตัดเย็บผ้าบ้านป่าก๋อย,"
                                        168  หมู่ 11  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0837618377 
                                    "
6-57-08-04/1-0059,57,08,วิสาหกิจชุมชนศูนย์ข้าวชุมชนตำบลศรีดอนมูล,"
                                        303  หมู่ 9  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0827643081 
                                    "
6-57-08-04/1-0060,57,08,วิสาหกิจชุมชนเกษตรปลอดภัยป่าก๋อย,"
                                        75  หมู่ 11  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0962851417 
                                    "
6-57-08-04/1-0061,57,08,วิสาหกิจชุมชนโคเนื้อสามเหลี่ยมทองคำ,"
                                        131  หมู่ 1  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0861888103 
                                    "
6-57-08-04/1-0062,57,08,วิสาหกิจชุมชนเลี้ยงไก่ดำ(ฟาร์มสุข),"
                                        78  หมู่ 12  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0819483159 
                                    "
6-57-08-04/1-0063,57,08,วิสาหกิจชุมชนภูมิปัญญาพืชสมุนไพร,"
                                        428  หมู่ 5  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0994254978 
                                    "
6-57-08-04/1-0064,57,08,วิสาหกิจชุมชนกลุ่มไข่เค็มปลอดสารบ้านศรีบุญยืน,"
                                        190  หมู่ 10  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0835395695 
                                    "
6-57-08-04/1-0065,57,08,วิสาหกิจชุมชนสมุนไพรอบแห้ง,"
                                        162  หมู่ 1  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0631169994 
                                    "
6-57-08-04/1-0066,57,08,วิสาหกิจชุมชนเลี้ยงโคขุน หมู่ 9 ศรีดอนมูล,"
                                        575  หมู่ 9  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0942693503 
                                    "
6-57-08-04/1-0067,57,08,วิสาหกิจชุมชนแปรรูปข้าวบ้านศรีดอนมูลหมู่ 9,"
                                        367  หมู่ 9  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0837614779 
                                    "
6-57-08-04/1-0068,57,08,วิสาหกิจชุมชนกลุ่มเลี้ยงแพะศรีดอนมูล,"
                                        78  หมู่ 2  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0867517819 
                                    "
6-57-08-04/1-0069,57,08,วิสาหกิจชุมชนสุราศรีดอนมูล,"
                                        196  หมู่ 9  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0622950699 
                                    "
6-57-08-04/1-0070,57,08,วิสาหกิจชุมชนแปรรูปอาหารถ้ำช้างงู,"
                                        58  หมู่ 8  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0849504399 
                                    "
6-57-08-04/1-0071,57,08,วิสาหกิจชุมชนน้ำดีบ้านศรีบุญยืน,"
                                           หมู่ 10  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0835395695 
                                    "
6-57-08-04/1-0072,57,08,วิสาหกิจชุมชนฟาร์มไก่ไข่ร้อยใจรักษ์บ้านเวียงแก้ว,"
                                        162  หมู่ 5  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0831549115 
                                    "
6-57-08-04/1-0073,57,08,วิสาหกิจชุมชนทนงศิลป์ไม้งามเฟอร์นิเจอร์,"
                                        196  หมู่ 6  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0965064940 
                                    "
6-57-08-04/1-0074,57,08,วิสาหกิจชุมชน กลุ่มแปรรูปสมุนไพรและผลผลิตการเกษตร,"
                                        125  หมู่ 6  ต.ศรีดอนมูล  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0645424794 
                                    "
6-57-08-05/1-0002,57,08,วิสาหกิจชุมชนเพื่อการผลิต,"
                                        480  หมู่ 3  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 048047209 
                                    "
6-57-08-05/1-0004,57,08,วิสาหกิจชุมชนทำแหนมห่อใบตองแม่คำเหนือ,"
                                        75  หมู่ 12  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0837668916 
                                    "
6-57-08-05/1-0013,57,08,วิสาหกิจชุมชนสุราขาวชายทุ่ง,"
                                        62  หมู่ 6  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0861984265 
                                    "
6-57-08-05/1-0016,57,08,วิสาหกิจชุมชนปุ๋ยอินทรีย์อัดเม็ดตำบลแม่เงิน,"
                                        113  หมู่ 6  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0857061341 
                                    "
6-57-08-05/1-0020,57,08,วิสาหกิจชุมชนปุ๋ยอินทรีย์ป่าคาใต้,"
                                        438  หมู่ 8  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0894354840 
                                    "
6-57-08-05/1-0023,57,08,วิสาหกิจชุมชนสุรากลั่นบ้านไร่,"
                                        163  หมู่ 7  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 069191073 
                                    "
6-57-08-05/1-0028,57,08,วิสาหกิจชุมชนกองทุนข้าวชุมชนบ้านปงของ,"
                                        363  หมู่ 5  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์   
                                    "
6-57-08-05/1-0040,57,08,วิสาหกิจชุมชนออมทรัพย์พัฒนาบ้านปงของ,"
                                        368  หมู่ 10  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0881409986 
                                    "
6-57-08-05/1-0041,57,08,วิสาหกิจชุมชนแปรรูปสมุนไพรพื้นบ้าน,"
                                        115  หมู่ 10  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0847411802 
                                    "
6-57-08-05/1-0042,57,08,วิสาหกิจชุมชนดอกไม้แห้งรุ่งเรือง,"
                                        99  หมู่ 8  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0804956217 
                                    "
6-57-08-05/1-0044,57,08,วิสาหกิจชุมชนสถาบันการเงินชุมชนบ้านสันต้นเปา,"
                                        74  หมู่ 1  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0843639998 
                                    "
6-57-08-05/1-0045,57,08,วิสาหกิจชุมชน กลุ่มกาแฟตำบลแม่เงิน,"
                                        52  หมู่ 2  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0882532714 
                                    "
6-57-08-05/1-0047,57,08,วิสาหกิจชุมชนผลิตปุ๋ยอินทรีย์บ้านไร่ ต.แม่เงิน,"
                                        8  หมู่ 7  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0819517783 
                                    "
6-57-08-05/1-0048,57,08,วิสาหกิจชุมชนแม่เงินพัฒนา 51,"
                                        102  หมู่ 6  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0882906919 
                                    "
6-57-08-05/1-0049,57,08,วิสาหกิจชุมชนกลุ่มผู้เลี้ยงโคกระบือและปลาแม่เงิน,"
                                        555  หมู่ 3  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0989102507 
                                    "
6-57-08-05/1-0050,57,08,วิสาหกิจชุมชนกลุ่มหัตถกรรมไม้ไผ่ หมู่ 12,"
                                        168  หมู่ 12  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0925826619 
                                    "
6-57-08-05/1-0051,57,08,วิสาหกิจชุมชนส่งเสริมอาชีพและเกษตรธรรมชาติตำบลแม่เงิน,"
                                        304  หมู่ 10  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์   
                                    "
6-57-08-05/1-0052,57,08,วิสาหกิจชุมชนฅนเลี้ยงวัว2021,"
                                        342  หมู่ 10  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0867312477 
                                    "
6-57-08-05/1-0053,57,08,วิสาหกิจชุมชนกองทุนเงินแสนและการออมเพื่อการเกษตรหมู่ 5 หมู่ 10 ,"
                                        375  หมู่ 5  ต.แม่เงิน  อ.เชียงแสน  จ.เชียงราย โทรศัพท์ 0814734180 
                                    "
